Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
5550,18,15,16,14,10,0,0,0,0,0,-1792,0,0,67,14,18,75,210,0,0,0,0,0,0,0,0
5600,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,18,74,210,0,0,0,0,0,0,0,0
5650,18,16,15,14,10,0,0,0,0,0,-1792,0,0,70,14,19,69,210,0,0,0,0,0,0,0,0
5700,18,15,16,14,10,0,0,0,0,0,-1792,0,0,70,14,18,68,210,0,0,0,0,0,0,0,0
5750,19,15,16,14,10,0,0,0,0,0,-1792,0,0,68,14,18,66,210,0,0,0,0,0,0,0,0
5800,19,15,15,14,10,0,0,0,0,0,-1792,0,0,67,14,19,66,210,0,0,0,0,0,0,0,0
5850,18,15,15,14,10,0,0,0,0,0,-1792,0,0,68,14,20,68,210,0,0,0,0,0,0,0,0
5900,18,16,16,14,10,0,0,0,0,0,-1792,0,0,70,14,20,68,210,0,0,0,0,0,0,0,0
5950,18,15,15,14,10,0,0,0,0,0,-1792,0,0,46,14,18,67,210,0,0,0,0,0,0,0,0
6000,19,16,15,14,10,0,0,0,0,0,-1792,0,0,65,14,20,66,210,0,0,0,0,0,0,0,0
6050,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,19,85,210,0,0,0,0,0,0,0,0
6100,18,15,16,14,10,0,0,0,0,0,-1792,0,0,68,14,19,65,210,0,0,0,0,0,0,0,0
6150,18,15,15,14,10,0,0,0,0,0,-1792,0,0,68,14,18,66,210,0,0,0,0,0,0,0,0
6200,19,16,15,14,10,0,0,0,0,0,-1792,0,0,68,14,20,66,210,0,0,0,0,0,0,0,0
6250,18,16,15,14,10,0,0,0,0,0,-1792,0,0,68,14,20,67,210,0,0,0,0,0,0,0,0
6300,18,15,15,14,10,0,0,0,0,0,-1792,0,0,53,14,18,67,210,0,0,0,0,0,0,0,0
6350,19,15,16,14,10,0,0,0,0,0,-1792,0,0,66,14,19,69,210,0,0,0,0,0,0,0,0
6400,17,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,20,69,210,0,0,0,0,0,0,0,0
6450,19,16,15,14,10,0,0,0,0,0,-1792,0,0,71,14,19,69,210,0,0,0,0,0,0,0,0
6500,18,16,15,14,10,0,0,0,0,0,-1792,0,0,67,14,18,68,210,0,0,0,0,0,0,0,0
6550,19,15,16,14,10,0,0,0,0,0,-1792,0,0,66,14,20,72,210,0,0,0,0,0,0,0,0
6600,19,15,15,14,10,0,0,0,0,0,-1792,0,0,66,14,19,74,210,0,0,0,0,0,0,0,0
6650,18,16,15,14,10,0,0,0,0,0,-1792,0,0,69,14,19,72,210,0,0,0,0,0,0,0,0
6700,19,15,15,14,10,0,0,0,0,0,-1792,0,0,67,14,19,73,210,0,0,0,0,0,0,0,0
6750,19,15,15,14,10,0,0,0,0,0,-1792,0,0,69,13,19,73,210,0,0,0,0,0,0,0,0
6800,19,15,15,14,10,0,0,0,0,0,-1792,0,0,67,14,20,74,210,0,0,0,0,0,0,0,0
6850,19,15,15,14,10,0,0,0,0,0,-1792,0,0,66,14,18,74,210,0,0,0,0,0,0,0,0
6900,19,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,18,74,210,0,0,0,0,0,0,0,0
6950,18,15,15,14,10,0,0,0,0,0,-1792,0,0,68,13,19,72,210,0,0,0,0,0,0,0,0
7000,19,15,15,14,10,0,0,0,0,0,-1792,0,0,72,14,19,72,210,0,0,0,0,0,0,0,0
7050,19,15,15,14,10,0,0,0,0,0,-1792,0,0,71,14,19,75,210,0,0,0,0,0,0,0,0
7100,19,15,13,14,10,0,0,0,0,0,-1792,0,0,68,14,18,73,210,0,0,0,0,0,0,0,0
7150,18,15,15,14,10,0,0,0,0,0,-1792,0,0,70,13,19,73,210,0,0,0,0,0,0,0,0
7200,19,15,15,14,10,0,0,0,0,0,-1792,0,0,70,14,18,74,210,0,0,0,0,0,0,0,0
7250,19,16,15,14,10,0,0,0,0,0,-1792,0,0,68,14,19,75,210,0,0,0,0,0,0,0,0
7300,19,15,15,14,10,0,0,0,0,0,-1792,0,0,68,14,18,74,210,0,0,0,0,0,0,0,0
7350,19,15,16,14,10,0,0,0,0,0,-1792,0,0,68,14,19,75,210,0,0,0,0,0,0,0,0
7400,18,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,19,72,210,0,0,0,0,0,0,0,0
7450,19,16,15,14,10,0,0,0,0,0,-1792,0,0,69,14,19,73,210,0,0,0,0,0,0,0,0
7500,19,16,15,14,10,0,0,0,0,0,-1792,0,0,68,14,18,73,210,0,0,0,0,0,0,0,0
7550,18,15,16,14,10,0,0,0,0,0,-1792,0,0,69,19,18,71,210,0,0,0,0,0,0,0,0
7600,19,16,15,14,10,0,0,0,0,0,-1792,0,0,69,14,20,73,210,0,0,0,0,0,0,0,0
7650,19,15,15,14,10,0,0,0,0,0,-1792,0,0,66,14,18,75,210,0,0,0,0,0,0,0,0
7700,19,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,18,74,210,0,0,0,0,0,0,0,0
7750,18,15,16,14,10,0,0,0,0,0,-1792,0,0,69,14,18,70,210,0,0,0,0,0,0,0,0
7800,20,16,15,13,10,0,0,0,0,0,-1792,0,0,82,14,17,57,210,0,0,0,0,0,0,0,0
7850,20,16,16,14,10,0,0,0,0,0,-1792,0,0,22,14,16,56,210,0,0,0,0,0,0,0,0
7900,20,15,16,14,10,0,0,0,0,0,-1792,0,0,29,14,15,43,210,0,0,0,0,0,0,0,0
7950,22,16,16,14,10,0,0,0,0,0,-1792,0,0,22,13,14,68,210,0,0,0,0,0,0,0,0
8000,28,18,15,14,10,0,0,0,0,0,-1792,0,0,32,13,14,92,210,0,0,0,0,0,0,0,0
8050,42,20,16,13,10,0,0,0,0,0,-1792,0,0,39,13,14,117,210,0,0,0,0,0,0,0,0
8100,44,21,15,13,10,0,0,0,0,0,-1792,0,0,63,13,14,150,210,0,0,0,0,0,0,0,0
8150,18,14,15,14,10,0,0,0,0,0,-1792,0,0,147,18,15,198,210,0,0,0,0,0,0,0,0
8200,14,15,15,13,10,0,0,0,0,0,-1792,0,0,184,20,14,228,210,0,0,0,0,0,0,0,0
8250,14,14,15,13,10,0,0,0,0,0,-1792,0,0,242,21,14,217,210,0,0,0,0,0,0,0,0
8300,14,14,15,13,10,0,0,0,0,0,-1792,0,0,259,47,14,200,210,0,0,0,0,0,0,0,0
8350,15,13,15,13,10,0,0,0,0,0,-1792,0,0,303,34,15,176,210,0,0,0,0,0,0,0,0
8400,14,13,15,13,10,0,0,0,0,0,-1792,0,0,347,34,14,175,210,0,0,0,0,0,0,0,0
8450,13,13,15,13,10,0,0,0,0,0,-1792,0,0,346,31,13,155,210,0,0,0,0,0,0,0,0
8500,13,13,15,13,10,0,0,0,0,0,-1792,0,0,368,31,14,138,210,0,0,0,0,0,0,0,0
8550,13,13,15,13,10,0,0,0,0,0,-1792,0,0,383,30,14,121,210,0,0,0,0,0,0,0,0
8600,20,13,15,13,10,0,0,0,0,0,-1792,0,0,372,28,14,117,210,0,0,0,0,0,0,0,0
8650,13,13,15,13,10,0,0,0,0,0,-1792,0,0,338,26,15,126,210,0,0,0,0,0,0,0,0
8700,13,13,15,13,10,0,0,0,0,0,-1792,0,0,309,18,14,146,210,0,0,0,0,0,0,0,0
8750,13,13,15,13,10,0,0,0,0,0,-1792,0,0,324,29,14,155,210,0,0,0,0,0,0,0,0
8800,14,13,15,13,10,0,0,0,0,0,-1792,0,0,348,32,14,148,210,0,0,0,0,0,0,0,0
8850,14,13,15,13,10,0,0,0,0,0,-1792,0,0,368,41,14,151,210,0,0,0,0,0,0,0,0
8900,13,13,15,13,10,0,0,0,0,0,-1792,0,0,387,43,14,146,210,0,0,0,0,0,0,0,0
8950,13,14,15,13,10,0,0,0,0,0,-1792,0,0,441,43,15,139,210,0,0,0,0,0,0,0,0
